# Intensity Error [H,0,0] DeltaE [0,K,0] [0,0,L]
#  shape: 40x50x1x1
-1.807003e-07 5.864498e-06 2.300000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-4.408825e-05 5.770380e-06 2.300000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-6.053343e-05 5.251292e-06 2.300000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-2.517024e-05 7.741614e-06 2.300000e+00 3.099992e+00 0.000000e+00 0.000000e+00
3.436511e-05 6.552395e-06 2.300000e+00 3.299992e+00 0.000000e+00 0.000000e+00
3.853950e-05 4.942430e-06 2.300000e+00 3.499992e+00 0.000000e+00 0.000000e+00
3.334128e-05 6.377230e-06 2.300000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-1.208063e-05 4.608049e-06 2.300000e+00 3.899992e+00 0.000000e+00 0.000000e+00
1.904725e-05 3.940930e-06 2.300000e+00 4.099991e+00 0.000000e+00 0.000000e+00
3.370799e-05 5.353036e-06 2.300000e+00 4.299991e+00 0.000000e+00 0.000000e+00
4.267932e-05 6.332060e-06 2.300000e+00 4.499991e+00 0.000000e+00 0.000000e+00
5.899274e-05 7.326647e-06 2.300000e+00 4.699991e+00 0.000000e+00 0.000000e+00
4.958024e-05 8.039700e-06 2.300000e+00 4.899991e+00 0.000000e+00 0.000000e+00
1.310903e-05 3.755320e-06 2.500000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
2.239819e-05 3.444402e-06 2.500000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
2.797802e-05 3.475378e-06 2.500000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-1.714381e-05 4.430986e-06 2.500000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
3.188184e-05 5.149014e-06 2.500000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
4.733953e-06 4.290949e-06 2.500000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
-7.199315e-06 5.141734e-06 2.500000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
3.936907e-05 4.908617e-06 2.500000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
4.096266e-05 5.113686e-06 2.500000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-4.848669e-05 6.767132e-06 2.500000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
-2.532284e-05 5.185212e-06 2.500000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
5.261471e-05 6.935913e-06 2.500000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
7.492903e-05 8.284950e-06 2.500000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
8.156551e-05 8.577701e-06 2.500000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.788532e-04 9.596448e-06 2.500000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
2.096044e-04 1.174157e-05 2.500000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.983092e-04 1.249439e-05 2.500000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
3.627618e-04 1.479736e-05 2.500000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
6.878575e-04 1.646807e-05 2.500000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
8.100603e-04 1.814180e-05 2.500000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.084779e-03 2.192581e-05 2.500000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
1.662765e-03 2.514657e-05 2.500000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
2.931162e-03 2.990005e-05 2.500000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
4.514288e-03 3.612255e-05 2.500000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
5.776131e-03 4.006429e-05 2.500000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
6.747366e-03 4.319922e-05 2.500000e+00 9.999514e-02 0.000000e+00 0.000000e+00
6.269202e-03 4.074560e-05 2.500000e+00 2.999949e-01 0.000000e+00 0.000000e+00
4.813306e-03 3.543861e-05 2.500000e+00 4.999948e-01 0.000000e+00 0.000000e+00
2.601445e-03 2.667645e-05 2.500000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.128637e-03 1.771763e-05 2.500000e+00 8.999944e-01 0.000000e+00 0.000000e+00
3.333208e-04 1.102019e-05 2.500000e+00 1.099994e+00 0.000000e+00 0.000000e+00
5.677865e-05 7.876691e-06 2.500000e+00 1.299994e+00 0.000000e+00 0.000000e+00
7.061282e-05 6.820338e-06 2.500000e+00 1.499994e+00 0.000000e+00 0.000000e+00
1.134172e-04 6.164121e-06 2.500000e+00 1.699994e+00 0.000000e+00 0.000000e+00
7.668507e-05 6.177860e-06 2.500000e+00 1.899993e+00 0.000000e+00 0.000000e+00
1.964606e-05 6.507700e-06 2.500000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-5.436617e-05 6.329711e-06 2.500000e+00 2.299993e+00 0.000000e+00 0.000000e+00
1.313529e-05 5.304309e-06 2.500000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.327503e-06 6.702311e-06 2.500000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-5.676488e-05 7.925721e-06 2.500000e+00 2.899992e+00 0.000000e+00 0.000000e+00
3.308778e-06 7.578116e-06 2.500000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-2.301854e-06 9.262284e-06 2.500000e+00 3.299992e+00 0.000000e+00 0.000000e+00
4.349941e-05 7.175046e-06 2.500000e+00 3.499992e+00 0.000000e+00 0.000000e+00
6.832171e-05 9.660727e-06 2.500000e+00 3.699992e+00 0.000000e+00 0.000000e+00
3.639163e-05 8.801903e-06 2.500000e+00 3.899992e+00 0.000000e+00 0.000000e+00
4.187338e-05 8.598778e-06 2.500000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-7.733126e-07 5.146135e-06 2.500000e+00 4.299991e+00 0.000000e+00 0.000000e+00
2.014756e-06 1.950707e-06 2.500000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.873764e-06 6.335632e-06 2.500000e+00 4.699991e+00 0.000000e+00 0.000000e+00
2.068936e-05 4.898469e-06 2.500000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-2.666073e-06 4.223334e-06 2.700000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
4.161948e-06 4.832249e-06 2.700000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
2.925369e-05 4.788706e-06 2.700000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-4.962462e-08 4.629154e-06 2.700000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-1.838142e-05 5.015437e-06 2.700000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
2.713104e-05 3.346413e-06 2.700000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
3.825666e-05 4.010795e-06 2.700000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
2.148131e-05 4.022298e-06 2.700000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
1.925091e-06 6.116378e-06 2.700000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-1.700460e-05 6.490320e-06 2.700000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
-3.108064e-05 5.070166e-06 2.700000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
-5.683777e-07 6.399686e-06 2.700000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
1.461612e-05 6.665585e-06 2.700000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
3.449450e-05 7.793654e-06 2.700000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.072590e-04 7.344179e-06 2.700000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
1.262835e-04 8.917693e-06 2.700000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.267650e-04 9.606499e-06 2.700000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.273979e-04 1.113876e-05 2.700000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
3.635790e-04 1.216458e-05 2.700000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
3.520174e-04 1.386344e-05 2.700000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
3.961252e-04 1.612937e-05 2.700000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
8.548819e-04 1.788967e-05 2.700000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
1.206048e-03 1.992226e-05 2.700000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.625324e-03 2.225942e-05 2.700000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.975410e-03 2.476592e-05 2.700000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
2.129912e-03 2.534327e-05 2.700000e+00 9.999514e-02 0.000000e+00 0.000000e+00
2.181886e-03 2.420891e-05 2.700000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.801657e-03 2.178875e-05 2.700000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.087088e-03 1.744166e-05 2.700000e+00 6.999946e-01 0.000000e+00 0.000000e+00
4.122040e-04 1.302729e-05 2.700000e+00 8.999944e-01 0.000000e+00 0.000000e+00
9.358115e-05 8.601152e-06 2.700000e+00 1.099994e+00 0.000000e+00 0.000000e+00
-8.814050e-05 7.229449e-06 2.700000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-5.695705e-05 6.849042e-06 2.700000e+00 1.499994e+00 0.000000e+00 0.000000e+00
1.031613e-04 7.282751e-06 2.700000e+00 1.699994e+00 0.000000e+00 0.000000e+00
1.821820e-05 6.524546e-06 2.700000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-3.826843e-05 5.878335e-06 2.700000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-3.329424e-05 5.768690e-06 2.700000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-4.519612e-05 5.841918e-06 2.700000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-1.086084e-04 6.784738e-06 2.700000e+00 2.699993e+00 0.000000e+00 0.000000e+00
7.799198e-06 7.727849e-06 2.700000e+00 2.899992e+00 0.000000e+00 0.000000e+00
1.204583e-05 9.062216e-06 2.700000e+00 3.099992e+00 0.000000e+00 0.000000e+00
6.152958e-05 9.398478e-06 2.700000e+00 3.299992e+00 0.000000e+00 0.000000e+00
2.388657e-05 3.038906e-06 2.700000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-3.769440e-05 8.579113e-06 2.700000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-9.592926e-05 5.385166e-06 2.700000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-6.652500e-05 1.045052e-05 2.700000e+00 4.099991e+00 0.000000e+00 0.000000e+00
1.167525e-05 1.195097e-05 2.700000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-1.687149e-05 8.206082e-06 2.700000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-3.957854e-05 8.295380e-06 2.700000e+00 4.699991e+00 0.000000e+00 0.000000e+00
-1.702315e-06 1.927878e-06 2.700000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-2.536382e-05 4.698285e-06 2.900000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
-5.015195e-05 5.059439e-06 2.900000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
1.665326e-05 4.273965e-06 2.900000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
3.685997e-05 5.221303e-06 2.900000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
3.452629e-05 5.484989e-06 2.900000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
6.929746e-05 6.050796e-06 2.900000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
4.172884e-05 4.494063e-06 2.900000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
1.288615e-05 4.837407e-06 2.900000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
3.754954e-05 4.683317e-06 2.900000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
3.557014e-05 5.871379e-06 2.900000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
4.018080e-05 7.138602e-06 2.900000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
-5.428109e-05 5.390224e-06 2.900000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
-3.307367e-05 6.795665e-06 2.900000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
5.420161e-05 7.320770e-06 2.900000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
-6.560928e-05 8.545100e-06 2.900000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
6.772750e-05 6.985228e-06 2.900000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.765826e-04 9.393345e-06 2.900000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.653955e-04 1.123683e-05 2.900000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
2.629459e-04 1.271429e-05 2.900000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
2.427388e-04 1.271967e-05 2.900000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
4.136525e-04 1.517269e-05 2.900000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
6.064598e-04 1.704582e-05 2.900000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
7.257293e-04 1.898798e-05 2.900000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.123121e-03 2.180137e-05 2.900000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.544042e-03 2.330753e-05 2.900000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.742857e-03 2.520263e-05 2.900000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.531892e-03 2.536060e-05 2.900000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.201264e-03 2.197473e-05 2.900000e+00 4.999948e-01 0.000000e+00 0.000000e+00
8.410414e-04 1.770925e-05 2.900000e+00 6.999946e-01 0.000000e+00 0.000000e+00
3.636717e-04 1.286291e-05 2.900000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.347106e-04 9.047159e-06 2.900000e+00 1.099994e+00 0.000000e+00 0.000000e+00
-3.566009e-05 6.497438e-06 2.900000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-4.744068e-05 6.377081e-06 2.900000e+00 1.499994e+00 0.000000e+00 0.000000e+00
7.445683e-05 6.421663e-06 2.900000e+00 1.699994e+00 0.000000e+00 0.000000e+00
4.453580e-05 5.956196e-06 2.900000e+00 1.899993e+00 0.000000e+00 0.000000e+00
1.612943e-05 6.890196e-06 2.900000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-6.943937e-06 5.447419e-06 2.900000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-8.705775e-06 5.552816e-06 2.900000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-7.515065e-05 5.800640e-06 2.900000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-4.210959e-05 5.934222e-06 2.900000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-6.320194e-05 8.474560e-06 2.900000e+00 3.099992e+00 0.000000e+00 0.000000e+00
9.143307e-05 1.220083e-05 2.900000e+00 3.299992e+00 0.000000e+00 0.000000e+00
8.318181e-05 1.073600e-05 2.900000e+00 3.499992e+00 0.000000e+00 0.000000e+00
5.238012e-05 8.535012e-06 2.900000e+00 3.699992e+00 0.000000e+00 0.000000e+00
3.810859e-05 8.367133e-06 2.900000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-1.279453e-05 6.973051e-06 2.900000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-5.046372e-05 7.808107e-06 2.900000e+00 4.299991e+00 0.000000e+00 0.000000e+00
2.861865e-06 8.582861e-06 2.900000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.817247e-05 6.719394e-06 2.900000e+00 4.699991e+00 0.000000e+00 0.000000e+00
2.170791e-05 5.414217e-06 2.900000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-7.374366e-05 2.759918e-06 3.100000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
4.638246e-06 4.529024e-06 3.100000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-9.499265e-05 4.658740e-06 3.100000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-2.380013e-07 4.575174e-06 3.100000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
4.404653e-05 4.019495e-06 3.100000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
3.457556e-05 4.747651e-06 3.100000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
-2.772416e-05 4.658134e-06 3.100000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-6.400492e-06 5.330848e-06 3.100000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
8.044910e-06 5.648427e-06 3.100000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-1.068229e-05 5.125060e-06 3.100000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
-1.893007e-05 5.908906e-06 3.100000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
-7.377111e-05 4.720404e-06 3.100000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
-5.075102e-05 6.815670e-06 3.100000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
1.083507e-04 7.325061e-06 3.100000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
-4.224425e-05 7.674680e-06 3.100000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
-1.387605e-05 8.286912e-06 3.100000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.856590e-04 9.886058e-06 3.100000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.448537e-04 1.050640e-05 3.100000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
2.599939e-05 1.208101e-05 3.100000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
3.035007e-04 1.342251e-05 3.100000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
4.113981e-04 1.537598e-05 3.100000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
7.201159e-04 1.759352e-05 3.100000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
7.511945e-04 1.840195e-05 3.100000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.077567e-03 2.254361e-05 3.100000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.363141e-03 2.386539e-05 3.100000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.618464e-03 2.542154e-05 3.100000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.558105e-03 2.492263e-05 3.100000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.184529e-03 2.314669e-05 3.100000e+00 4.999948e-01 0.000000e+00 0.000000e+00
8.676650e-04 1.910412e-05 3.100000e+00 6.999946e-01 0.000000e+00 0.000000e+00
3.844584e-04 1.392921e-05 3.100000e+00 8.999944e-01 0.000000e+00 0.000000e+00
5.791795e-05 9.952394e-06 3.100000e+00 1.099994e+00 0.000000e+00 0.000000e+00
-1.233421e-06 6.543071e-06 3.100000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-7.710533e-05 6.813223e-06 3.100000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-6.457821e-06 6.557605e-06 3.100000e+00 1.699994e+00 0.000000e+00 0.000000e+00
-4.450752e-05 7.146187e-06 3.100000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-2.752745e-05 7.586647e-06 3.100000e+00 2.099993e+00 0.000000e+00 0.000000e+00
3.138622e-05 7.803344e-06 3.100000e+00 2.299993e+00 0.000000e+00 0.000000e+00
5.251083e-05 8.481520e-06 3.100000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-3.078154e-05 5.203658e-06 3.100000e+00 2.699993e+00 0.000000e+00 0.000000e+00
7.328893e-06 1.242439e-05 3.100000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-1.899511e-05 5.947075e-06 3.100000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-6.981471e-06 7.980232e-06 3.100000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-2.145898e-05 8.064053e-06 3.100000e+00 3.499992e+00 0.000000e+00 0.000000e+00
3.269109e-05 1.023820e-05 3.100000e+00 3.699992e+00 0.000000e+00 0.000000e+00
3.573429e-05 9.913929e-06 3.100000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-1.849097e-04 6.373122e-06 3.100000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-1.485934e-04 7.384322e-06 3.100000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-4.702908e-06 7.172235e-06 3.100000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-2.401255e-05 3.354196e-06 3.100000e+00 4.699991e+00 0.000000e+00 0.000000e+00
3.053605e-05 7.849162e-06 3.100000e+00 4.899991e+00 0.000000e+00 0.000000e+00
4.533650e-05 5.496573e-06 3.300000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
2.894377e-05 3.896557e-06 3.300000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-6.148989e-05 4.326257e-06 3.300000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-1.169176e-04 4.370052e-06 3.300000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
2.807553e-05 5.260295e-06 3.300000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
3.562591e-05 3.523757e-06 3.300000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
2.948319e-06 3.881761e-06 3.300000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
8.445287e-06 4.624530e-06 3.300000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
-8.343958e-06 5.192040e-06 3.300000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
-4.898938e-05 5.433524e-06 3.300000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.712383e-05 6.154821e-06 3.300000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
1.487442e-05 6.765340e-06 3.300000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
2.342141e-05 6.783153e-06 3.300000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
9.075803e-05 6.905010e-06 3.300000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.783951e-06 7.983289e-06 3.300000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
-2.148725e-05 7.783138e-06 3.300000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
4.179797e-05 1.037099e-05 3.300000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
-2.056309e-05 1.082230e-05 3.300000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
2.769827e-05 1.121462e-05 3.300000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
7.728540e-05 1.335061e-05 3.300000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
2.579728e-04 1.471079e-05 3.300000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
5.303187e-04 1.626554e-05 3.300000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
7.898172e-04 1.928622e-05 3.300000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.006632e-03 2.205642e-05 3.300000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.236721e-03 2.551488e-05 3.300000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.293231e-03 2.702345e-05 3.300000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.460042e-03 2.726909e-05 3.300000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.004653e-03 2.532023e-05 3.300000e+00 4.999948e-01 0.000000e+00 0.000000e+00
7.473047e-04 2.156857e-05 3.300000e+00 6.999946e-01 0.000000e+00 0.000000e+00
3.949200e-04 1.556464e-05 3.300000e+00 8.999944e-01 0.000000e+00 0.000000e+00
4.692678e-05 1.144100e-05 3.300000e+00 1.099994e+00 0.000000e+00 0.000000e+00
9.453182e-05 8.297915e-06 3.300000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-8.779361e-06 7.558875e-06 3.300000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-2.920434e-05 8.595474e-06 3.300000e+00 1.699994e+00 0.000000e+00 0.000000e+00
-5.290970e-05 9.451945e-06 3.300000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-5.594604e-06 6.347740e-06 3.300000e+00 2.099993e+00 0.000000e+00 0.000000e+00
5.690689e-05 9.905973e-06 3.300000e+00 2.299993e+00 0.000000e+00 0.000000e+00
1.239340e-04 1.226946e-05 3.300000e+00 2.499993e+00 0.000000e+00 0.000000e+00
5.353081e-05 1.197922e-05 3.300000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-6.849120e-05 1.320653e-05 3.300000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-3.932277e-06 6.123517e-06 3.300000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-2.219816e-05 9.832837e-06 3.300000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-8.539108e-05 4.643970e-06 3.300000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-8.156953e-05 4.300725e-06 3.300000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-2.139198e-05 6.175751e-06 3.300000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-6.669065e-05 1.005131e-05 3.300000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-4.705030e-05 1.124906e-05 3.300000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-1.597875e-05 9.786379e-06 3.300000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-1.260829e-07 5.906223e-06 3.300000e+00 4.699991e+00 0.000000e+00 0.000000e+00
2.708974e-05 1.339763e-05 3.300000e+00 4.899991e+00 0.000000e+00 0.000000e+00
4.339130e-05 5.856908e-06 3.500000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
1.255975e-05 4.646555e-06 3.500000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-3.646139e-06 6.171907e-06 3.500000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
9.918518e-06 5.017299e-06 3.500000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-7.076912e-07 4.795018e-06 3.500000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
4.193483e-05 4.933360e-06 3.500000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
-1.832129e-05 5.380743e-06 3.500000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
6.466757e-06 4.935764e-06 3.500000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
2.385682e-05 5.015856e-06 3.500000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.547047e-05 5.131315e-06 3.500000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
-1.220029e-05 5.845485e-06 3.500000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
2.346105e-05 7.207925e-06 3.500000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
7.590700e-05 7.671217e-06 3.500000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
5.020510e-05 9.210297e-06 3.500000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
4.408209e-05 9.077344e-06 3.500000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
7.163591e-05 9.607393e-06 3.500000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
5.859516e-05 1.163048e-05 3.500000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
4.211602e-05 1.116785e-05 3.500000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
2.022097e-04 1.294046e-05 3.500000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
3.293893e-04 1.411512e-05 3.500000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
3.845304e-04 1.632835e-05 3.500000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
5.018294e-04 1.806458e-05 3.500000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
