# Intensity Error [H,0,0] DeltaE [0,K,0] [0,0,L]
#  shape: 40x50x1x1
1.526394e-04 3.161222e-05 4.700000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
2.037838e-04 2.807190e-05 4.700000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
1.344214e-04 3.368086e-05 4.700000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
7.717203e-05 3.383298e-05 4.700000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
8.257385e-05 3.788220e-05 4.700000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.118618e-04 4.460492e-05 4.700000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
4.359498e-04 4.591593e-05 4.700000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
4.139223e-04 4.284917e-05 4.700000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.774667e-04 4.144865e-05 4.700000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
5.160260e-04 5.261616e-05 4.700000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
4.697330e-04 4.961255e-05 4.700000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
4.538781e-04 6.531232e-05 4.700000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
4.190082e-04 6.801240e-05 4.700000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
1.394649e-03 9.176991e-05 4.700000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.835720e-03 9.685809e-05 4.700000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.866599e-03 1.030414e-04 4.700000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
2.034712e-03 1.119273e-04 4.700000e+00 9.999514e-02 0.000000e+00 0.000000e+00
2.757984e-03 1.183878e-04 4.700000e+00 2.999949e-01 0.000000e+00 0.000000e+00
2.363907e-03 1.097261e-04 4.700000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.546302e-03 1.016367e-04 4.700000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.086065e-03 8.427729e-05 4.700000e+00 8.999944e-01 0.000000e+00 0.000000e+00
4.111537e-04 5.172528e-05 4.700000e+00 1.099994e+00 0.000000e+00 0.000000e+00
7.578741e-05 4.560568e-05 4.700000e+00 1.299994e+00 0.000000e+00 0.000000e+00
2.259485e-05 2.996095e-05 4.700000e+00 1.499994e+00 0.000000e+00 0.000000e+00
2.780689e-04 3.985138e-05 4.700000e+00 1.699994e+00 0.000000e+00 0.000000e+00
-4.100421e-05 1.954276e-05 4.700000e+00 1.899993e+00 0.000000e+00 0.000000e+00
9.424793e-05 2.162511e-05 4.700000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.496934e-04 3.070777e-05 4.700000e+00 2.299993e+00 0.000000e+00 0.000000e+00
2.389495e-04 3.311336e-05 4.700000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.176374e-04 2.614670e-05 4.700000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-4.468989e-05 1.668687e-05 4.700000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-1.629868e-04 2.344062e-05 4.700000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-9.193624e-05 1.691978e-05 4.700000e+00 3.299992e+00 0.000000e+00 0.000000e+00
1.223694e-05 1.524519e-05 4.700000e+00 3.499992e+00 0.000000e+00 0.000000e+00
1.173529e-05 2.187830e-05 4.700000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-6.470709e-05 2.291797e-05 4.700000e+00 3.899992e+00 0.000000e+00 0.000000e+00
7.155352e-05 2.969199e-05 4.700000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-2.110917e-05 1.585796e-05 4.700000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-1.408235e-04 1.023055e-05 4.700000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-4.634528e-05 2.111828e-05 4.700000e+00 4.699991e+00 0.000000e+00 0.000000e+00
-6.442494e-05 9.123771e-06 4.700000e+00 4.899991e+00 0.000000e+00 0.000000e+00
7.966646e-05 1.962983e-05 4.900000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
1.542029e-04 2.910862e-05 4.900000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
2.801077e-05 1.835441e-05 4.900000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-3.104635e-05 8.485911e-06 4.900000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
1.279407e-04 2.814160e-05 4.900000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
-2.262228e-05 8.695102e-06 4.900000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
2.700502e-05 1.670887e-05 4.900000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-6.703167e-05 9.551641e-06 4.900000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
5.983362e-05 1.764011e-05 4.900000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.025269e-04 2.520454e-05 4.900000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
2.490315e-04 3.702549e-05 4.900000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
2.241738e-04 3.689477e-05 4.900000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
-3.988614e-05 2.566495e-05 4.900000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
-1.184645e-04 2.145682e-05 4.900000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
4.524771e-05 2.613039e-05 4.900000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
2.057091e-04 3.103203e-05 4.900000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
3.046038e-04 3.796231e-05 4.900000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.613636e-05 3.784661e-05 4.900000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
6.553412e-04 5.238977e-05 4.900000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
7.924887e-04 5.558717e-05 4.900000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
9.073559e-04 6.038005e-05 4.900000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
1.096892e-03 7.102497e-05 4.900000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
1.789072e-03 8.293347e-05 4.900000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
2.586935e-03 1.042627e-04 4.900000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
3.166543e-03 1.148541e-04 4.900000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
3.001300e-03 1.072734e-04 4.900000e+00 9.999514e-02 0.000000e+00 0.000000e+00
3.420357e-03 1.095207e-04 4.900000e+00 2.999949e-01 0.000000e+00 0.000000e+00
2.920142e-03 1.092263e-04 4.900000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.501410e-03 8.171802e-05 4.900000e+00 6.999946e-01 0.000000e+00 0.000000e+00
1.152823e-03 8.087512e-05 4.900000e+00 8.999944e-01 0.000000e+00 0.000000e+00
6.275773e-04 4.831248e-05 4.900000e+00 1.099994e+00 0.000000e+00 0.000000e+00
2.373009e-04 2.199249e-05 4.900000e+00 1.299994e+00 0.000000e+00 0.000000e+00
2.761304e-04 3.924854e-05 4.900000e+00 1.499994e+00 0.000000e+00 0.000000e+00
2.980355e-04 3.633073e-05 4.900000e+00 1.699994e+00 0.000000e+00 0.000000e+00
2.354975e-04 3.181345e-05 4.900000e+00 1.899993e+00 0.000000e+00 0.000000e+00
6.022643e-05 1.826969e-05 4.900000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.336225e-04 2.736147e-05 4.900000e+00 2.299993e+00 0.000000e+00 0.000000e+00
-1.692927e-05 9.460990e-06 4.900000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-1.105554e-04 1.024228e-05 4.900000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-1.690173e-04 1.136560e-05 4.900000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-1.347392e-04 2.391426e-05 4.900000e+00 3.099992e+00 0.000000e+00 0.000000e+00
-9.483599e-06 7.480662e-06 4.900000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-1.347357e-04 1.029147e-05 4.900000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-3.418061e-05 1.631914e-05 4.900000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-4.419042e-05 8.147826e-06 4.900000e+00 3.899992e+00 0.000000e+00 0.000000e+00
6.527913e-05 2.185956e-05 4.900000e+00 4.099991e+00 0.000000e+00 0.000000e+00
6.502067e-06 5.546192e-06 4.900000e+00 4.299991e+00 0.000000e+00 0.000000e+00
-3.342650e-05 2.307654e-05 4.900000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-3.679356e-05 8.849499e-06 4.900000e+00 4.699991e+00 0.000000e+00 0.000000e+00
6.376066e-05 2.454258e-05 4.900000e+00 4.899991e+00 0.000000e+00 0.000000e+00
4.533301e-05 7.802132e-06 5.100000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
7.761468e-05 2.667561e-05 5.100000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
9.772244e-05 2.511953e-05 5.100000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-4.106516e-05 8.755693e-06 5.100000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
7.623110e-05 2.434614e-05 5.100000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
-5.822300e-05 1.904858e-05 5.100000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
-6.493979e-05 8.485847e-06 5.100000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-1.537307e-04 1.157476e-05 5.100000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
8.953560e-05 3.190754e-05 5.100000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
3.187372e-05 2.687716e-05 5.100000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
1.219581e-04 3.077977e-05 5.100000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
1.594492e-04 3.006230e-05 5.100000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
-6.885581e-05 1.097922e-05 5.100000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
7.152505e-05 2.501064e-05 5.100000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
1.596062e-04 3.113972e-05 5.100000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
1.841169e-04 4.411740e-05 5.100000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
2.649017e-04 5.059251e-05 5.100000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
5.614191e-04 5.929733e-05 5.100000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
1.244202e-03 8.185101e-05 5.100000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
1.791913e-03 9.168465e-05 5.100000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
3.519928e-03 1.371801e-04 5.100000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
3.721344e-03 1.437596e-04 5.100000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
5.148948e-03 1.635584e-04 5.100000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
6.713268e-03 1.905907e-04 5.100000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
9.051885e-03 2.224719e-04 5.100000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
8.692138e-03 2.141518e-04 5.100000e+00 9.999514e-02 0.000000e+00 0.000000e+00
8.502927e-03 2.169650e-04 5.100000e+00 2.999949e-01 0.000000e+00 0.000000e+00
7.972313e-03 2.066560e-04 5.100000e+00 4.999948e-01 0.000000e+00 0.000000e+00
4.634294e-03 1.520823e-04 5.100000e+00 6.999946e-01 0.000000e+00 0.000000e+00
2.726897e-03 1.218887e-04 5.100000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.427169e-03 8.570665e-05 5.100000e+00 1.099994e+00 0.000000e+00 0.000000e+00
7.431547e-04 6.826840e-05 5.100000e+00 1.299994e+00 0.000000e+00 0.000000e+00
2.748025e-04 3.892331e-05 5.100000e+00 1.499994e+00 0.000000e+00 0.000000e+00
2.553955e-04 3.448754e-05 5.100000e+00 1.699994e+00 0.000000e+00 0.000000e+00
3.631691e-04 4.611556e-05 5.100000e+00 1.899993e+00 0.000000e+00 0.000000e+00
8.506874e-05 3.056079e-05 5.100000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.083559e-04 2.943842e-05 5.100000e+00 2.299993e+00 0.000000e+00 0.000000e+00
2.762093e-05 1.858819e-05 5.100000e+00 2.499993e+00 0.000000e+00 0.000000e+00
5.182865e-05 2.885377e-05 5.100000e+00 2.699993e+00 0.000000e+00 0.000000e+00
3.805925e-05 2.840802e-05 5.100000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-6.915728e-05 2.013106e-05 5.100000e+00 3.099992e+00 0.000000e+00 0.000000e+00
2.720242e-04 3.877162e-05 5.100000e+00 3.299992e+00 0.000000e+00 0.000000e+00
3.768740e-05 1.855275e-05 5.100000e+00 3.499992e+00 0.000000e+00 0.000000e+00
1.408133e-05 1.764103e-05 5.100000e+00 3.699992e+00 0.000000e+00 0.000000e+00
2.543746e-05 1.656064e-05 5.100000e+00 3.899992e+00 0.000000e+00 0.000000e+00
-1.209006e-04 2.049990e-05 5.100000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-4.975258e-06 4.889307e-06 5.100000e+00 4.299991e+00 0.000000e+00 0.000000e+00
8.893726e-05 2.336054e-05 5.100000e+00 4.499991e+00 0.000000e+00 0.000000e+00
6.308271e-06 3.021315e-05 5.100000e+00 4.699991e+00 0.000000e+00 0.000000e+00
1.665255e-04 3.220176e-05 5.100000e+00 4.899991e+00 0.000000e+00 0.000000e+00
9.754436e-05 3.552680e-05 5.300000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
-4.153326e-05 2.959518e-05 5.300000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
4.237558e-05 2.859367e-05 5.300000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-1.093941e-04 2.156732e-05 5.300000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-1.210352e-04 2.901414e-05 5.300000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
-1.229638e-04 2.191462e-05 5.300000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
-2.842228e-05 3.800008e-05 5.300000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
-6.791648e-05 2.421017e-05 5.300000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
2.543856e-04 4.853443e-05 5.300000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.004466e-05 3.057614e-05 5.300000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
-1.969299e-04 2.724867e-05 5.300000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
4.580689e-05 4.420459e-05 5.300000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
1.921421e-05 3.334119e-05 5.300000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
-4.613132e-06 5.097674e-05 5.300000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
-1.412141e-04 5.069801e-05 5.300000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
-5.078102e-05 4.831668e-05 5.300000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
-1.604188e-04 5.411025e-05 5.300000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
5.079337e-04 7.604216e-05 5.300000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
4.788403e-04 9.861655e-05 5.300000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
4.672037e-04 1.015094e-04 5.300000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
4.667598e-04 1.019971e-04 5.300000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
1.339919e-03 1.290362e-04 5.300000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
1.344384e-03 1.370262e-04 5.300000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
1.907305e-03 1.578970e-04 5.300000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
3.743640e-03 1.846898e-04 5.300000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
4.140794e-03 2.213653e-04 5.300000e+00 9.999514e-02 0.000000e+00 0.000000e+00
2.750183e-03 2.082533e-04 5.300000e+00 2.999949e-01 0.000000e+00 0.000000e+00
2.509675e-03 1.951435e-04 5.300000e+00 4.999948e-01 0.000000e+00 0.000000e+00
1.665702e-03 1.677523e-04 5.300000e+00 6.999946e-01 0.000000e+00 0.000000e+00
3.682310e-04 1.209994e-04 5.300000e+00 8.999944e-01 0.000000e+00 0.000000e+00
2.258389e-04 8.414533e-05 5.300000e+00 1.099994e+00 0.000000e+00 0.000000e+00
9.006274e-05 5.615149e-05 5.300000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-5.168101e-05 3.471269e-05 5.300000e+00 1.499994e+00 0.000000e+00 0.000000e+00
1.283468e-04 3.988020e-05 5.300000e+00 1.699994e+00 0.000000e+00 0.000000e+00
9.186853e-05 3.377182e-05 5.300000e+00 1.899993e+00 0.000000e+00 0.000000e+00
9.113538e-05 4.092882e-05 5.300000e+00 2.099993e+00 0.000000e+00 0.000000e+00
2.780314e-05 4.068573e-05 5.300000e+00 2.299993e+00 0.000000e+00 0.000000e+00
1.009259e-04 3.660889e-05 5.300000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.279095e-04 3.182166e-05 5.300000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-4.309261e-05 2.091310e-05 5.300000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-1.051184e-04 1.248399e-05 5.300000e+00 3.099992e+00 0.000000e+00 0.000000e+00
2.393113e-04 3.503815e-05 5.300000e+00 3.299992e+00 0.000000e+00 0.000000e+00
1.697759e-04 3.076418e-05 5.300000e+00 3.499992e+00 0.000000e+00 0.000000e+00
7.093202e-05 2.631493e-05 5.300000e+00 3.699992e+00 0.000000e+00 0.000000e+00
3.589112e-05 1.896122e-05 5.300000e+00 3.899992e+00 0.000000e+00 0.000000e+00
3.612004e-05 2.608645e-05 5.300000e+00 4.099991e+00 0.000000e+00 0.000000e+00
1.253715e-05 5.726980e-06 5.300000e+00 4.299991e+00 0.000000e+00 0.000000e+00
7.873580e-05 1.894730e-05 5.300000e+00 4.499991e+00 0.000000e+00 0.000000e+00
1.067113e-04 2.545036e-05 5.300000e+00 4.699991e+00 0.000000e+00 0.000000e+00
1.038609e-04 2.076594e-05 5.300000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-3.887350e-04 3.620057e-05 5.500000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
-1.654949e-04 4.487766e-05 5.500000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
7.009169e-05 5.837707e-05 5.500000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-1.985344e-04 4.333336e-05 5.500000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-5.302788e-06 5.767102e-05 5.500000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
-1.572385e-04 4.590146e-05 5.500000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
1.844149e-04 6.762500e-05 5.500000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
7.340708e-05 6.333598e-05 5.500000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
3.440106e-05 6.267315e-05 5.500000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.653364e-04 8.213145e-05 5.500000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
-3.362481e-05 9.040765e-05 5.500000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
7.779375e-04 1.040619e-04 5.500000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
9.710070e-04 1.162551e-04 5.500000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
2.210626e-04 1.128538e-04 5.500000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
-3.676497e-04 1.359211e-04 5.500000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
6.498908e-05 1.525589e-04 5.500000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
1.051268e-03 1.867910e-04 5.500000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
1.067034e-03 2.226114e-04 5.500000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
2.070864e-03 2.586125e-04 5.500000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
2.916016e-03 3.054030e-04 5.500000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
2.823503e-03 3.446659e-04 5.500000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
4.982837e-03 4.094883e-04 5.500000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
6.104640e-03 4.847386e-04 5.500000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
8.352035e-03 5.619223e-04 5.500000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
1.473940e-02 6.339149e-04 5.500000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
1.242602e-02 6.865613e-04 5.500000e+00 9.999514e-02 0.000000e+00 0.000000e+00
1.806122e-02 7.179781e-04 5.500000e+00 2.999949e-01 0.000000e+00 0.000000e+00
1.631964e-02 6.723371e-04 5.500000e+00 4.999948e-01 0.000000e+00 0.000000e+00
8.950605e-03 5.733243e-04 5.500000e+00 6.999946e-01 0.000000e+00 0.000000e+00
2.382385e-03 4.268235e-04 5.500000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.542874e-03 3.020362e-04 5.500000e+00 1.099994e+00 0.000000e+00 0.000000e+00
5.828821e-04 1.783377e-04 5.500000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-6.550677e-04 8.205694e-05 5.500000e+00 1.499994e+00 0.000000e+00 0.000000e+00
-3.487874e-04 5.149987e-05 5.500000e+00 1.699994e+00 0.000000e+00 0.000000e+00
5.487201e-05 4.363081e-05 5.500000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-6.072549e-05 4.938096e-05 5.500000e+00 2.099993e+00 0.000000e+00 0.000000e+00
-2.467155e-04 3.439082e-05 5.500000e+00 2.299993e+00 0.000000e+00 0.000000e+00
8.181470e-05 4.399502e-05 5.500000e+00 2.499993e+00 0.000000e+00 0.000000e+00
1.042316e-04 4.355645e-05 5.500000e+00 2.699993e+00 0.000000e+00 0.000000e+00
-2.802292e-05 4.453478e-05 5.500000e+00 2.899992e+00 0.000000e+00 0.000000e+00
-9.131512e-05 4.049520e-05 5.500000e+00 3.099992e+00 0.000000e+00 0.000000e+00
3.558893e-05 2.948613e-05 5.500000e+00 3.299992e+00 0.000000e+00 0.000000e+00
-7.180508e-05 3.714153e-05 5.500000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-2.024283e-05 2.870472e-05 5.500000e+00 3.699992e+00 0.000000e+00 0.000000e+00
-1.776270e-04 1.580323e-05 5.500000e+00 3.899992e+00 0.000000e+00 0.000000e+00
9.457812e-05 2.779896e-05 5.500000e+00 4.099991e+00 0.000000e+00 0.000000e+00
-7.309413e-06 2.159311e-05 5.500000e+00 4.299991e+00 0.000000e+00 0.000000e+00
1.538489e-05 3.437134e-05 5.500000e+00 4.499991e+00 0.000000e+00 0.000000e+00
-1.690604e-05 2.191044e-05 5.500000e+00 4.699991e+00 0.000000e+00 0.000000e+00
7.411053e-05 2.232592e-05 5.500000e+00 4.899991e+00 0.000000e+00 0.000000e+00
-1.251121e-04 3.265070e-05 5.700000e+00 -4.900000e+00 0.000000e+00 0.000000e+00
-1.256862e-04 3.516556e-05 5.700000e+00 -4.700000e+00 0.000000e+00 0.000000e+00
-1.831973e-04 1.709234e-05 5.700000e+00 -4.500000e+00 0.000000e+00 0.000000e+00
-5.526287e-05 4.145183e-05 5.700000e+00 -4.300001e+00 0.000000e+00 0.000000e+00
-1.800571e-06 3.171363e-05 5.700000e+00 -4.100001e+00 0.000000e+00 0.000000e+00
5.709149e-05 3.614732e-05 5.700000e+00 -3.900001e+00 0.000000e+00 0.000000e+00
1.796826e-04 4.465597e-05 5.700000e+00 -3.700001e+00 0.000000e+00 0.000000e+00
4.285512e-05 4.916795e-05 5.700000e+00 -3.500001e+00 0.000000e+00 0.000000e+00
2.810756e-06 3.692830e-05 5.700000e+00 -3.300002e+00 0.000000e+00 0.000000e+00
1.548404e-04 4.684216e-05 5.700000e+00 -3.100002e+00 0.000000e+00 0.000000e+00
3.022701e-04 5.118972e-05 5.700000e+00 -2.900002e+00 0.000000e+00 0.000000e+00
3.898096e-04 5.879235e-05 5.700000e+00 -2.700002e+00 0.000000e+00 0.000000e+00
2.311627e-04 5.820515e-05 5.700000e+00 -2.500002e+00 0.000000e+00 0.000000e+00
4.223193e-04 7.792086e-05 5.700000e+00 -2.300003e+00 0.000000e+00 0.000000e+00
9.857444e-05 7.422171e-05 5.700000e+00 -2.100003e+00 0.000000e+00 0.000000e+00
2.930512e-04 9.731816e-05 5.700000e+00 -1.900003e+00 0.000000e+00 0.000000e+00
-2.066913e-04 9.125837e-05 5.700000e+00 -1.700003e+00 0.000000e+00 0.000000e+00
3.707027e-04 1.299786e-04 5.700000e+00 -1.500003e+00 0.000000e+00 0.000000e+00
1.943954e-03 1.532934e-04 5.700000e+00 -1.300004e+00 0.000000e+00 0.000000e+00
2.113539e-03 1.555049e-04 5.700000e+00 -1.100004e+00 0.000000e+00 0.000000e+00
1.436119e-03 1.874198e-04 5.700000e+00 -9.000039e-01 0.000000e+00 0.000000e+00
3.186914e-03 2.402539e-04 5.700000e+00 -7.000041e-01 0.000000e+00 0.000000e+00
4.441954e-03 3.042608e-04 5.700000e+00 -5.000043e-01 0.000000e+00 0.000000e+00
4.082616e-03 3.329659e-04 5.700000e+00 -3.000045e-01 0.000000e+00 0.000000e+00
6.090560e-03 3.647541e-04 5.700000e+00 -1.000047e-01 0.000000e+00 0.000000e+00
8.812719e-03 3.806419e-04 5.700000e+00 9.999514e-02 0.000000e+00 0.000000e+00
9.278408e-03 3.670395e-04 5.700000e+00 2.999949e-01 0.000000e+00 0.000000e+00
6.853088e-03 3.391394e-04 5.700000e+00 4.999948e-01 0.000000e+00 0.000000e+00
4.264817e-03 2.830046e-04 5.700000e+00 6.999946e-01 0.000000e+00 0.000000e+00
2.580968e-03 2.233711e-04 5.700000e+00 8.999944e-01 0.000000e+00 0.000000e+00
1.339884e-03 1.355433e-04 5.700000e+00 1.099994e+00 0.000000e+00 0.000000e+00
4.676642e-04 8.469267e-05 5.700000e+00 1.299994e+00 0.000000e+00 0.000000e+00
-1.109843e-04 3.007081e-05 5.700000e+00 1.499994e+00 0.000000e+00 0.000000e+00
7.678628e-05 3.776176e-05 5.700000e+00 1.699994e+00 0.000000e+00 0.000000e+00
-4.526968e-05 2.633478e-05 5.700000e+00 1.899993e+00 0.000000e+00 0.000000e+00
-1.112935e-04 2.677783e-05 5.700000e+00 2.099993e+00 0.000000e+00 0.000000e+00
1.702486e-04 4.241387e-05 5.700000e+00 2.299993e+00 0.000000e+00 0.000000e+00
2.282077e-04 4.347156e-05 5.700000e+00 2.499993e+00 0.000000e+00 0.000000e+00
-1.486129e-05 2.635449e-05 5.700000e+00 2.699993e+00 0.000000e+00 0.000000e+00
2.119936e-05 3.238628e-05 5.700000e+00 2.899992e+00 0.000000e+00 0.000000e+00
1.685954e-05 4.012877e-05 5.700000e+00 3.099992e+00 0.000000e+00 0.000000e+00
1.839130e-05 3.396534e-05 5.700000e+00 3.299992e+00 0.000000e+00 0.000000e+00
8.809020e-05 3.888404e-05 5.700000e+00 3.499992e+00 0.000000e+00 0.000000e+00
-7.676346e-05 1.415891e-05 5.700000e+00 3.699992e+00 0.000000e+00 0.000000e+00
1.272748e-04 3.817281e-05 5.700000e+00 3.899992e+00 0.000000e+00 0.000000e+00
