# Intensity Error [H,0,0] DeltaE [0,0,L] [0,K,0]
#  shape: 80x50x1x1
7.243325e-05 1.178704e-05 2.149994e+00 3.250000e+00 8.000000e+00 0.000000e+00
3.457960e-05 1.047544e-05 2.149994e+00 3.750000e+00 8.000000e+00 0.000000e+00
1.897714e-05 9.571262e-06 2.149994e+00 4.250000e+00 8.000000e+00 0.000000e+00
1.239604e-05 9.012956e-06 2.149994e+00 4.750000e+00 8.000000e+00 0.000000e+00
7.468862e-06 8.358156e-06 2.149994e+00 5.250000e+00 8.000000e+00 0.000000e+00
3.467723e-06 8.070911e-06 2.149994e+00 5.750000e+00 8.000000e+00 0.000000e+00
4.974145e-06 8.238204e-06 2.149994e+00 6.250000e+00 8.000000e+00 0.000000e+00
8.639744e-06 8.483306e-06 2.149994e+00 6.750000e+00 8.000000e+00 0.000000e+00
1.757355e-05 8.372597e-06 2.149994e+00 7.250000e+00 8.000000e+00 0.000000e+00
2.935018e-05 8.939123e-06 2.149994e+00 7.750000e+00 8.000000e+00 0.000000e+00
3.660631e-05 9.904646e-06 2.149994e+00 8.250000e+00 8.000000e+00 0.000000e+00
3.237433e-05 9.684444e-06 2.149994e+00 8.750000e+00 8.000000e+00 0.000000e+00
2.551953e-05 8.878392e-06 2.149994e+00 9.250000e+00 8.000000e+00 0.000000e+00
2.478344e-05 8.761554e-06 2.149994e+00 9.750000e+00 8.000000e+00 0.000000e+00
3.298086e-05 9.430744e-06 2.149994e+00 1.025000e+01 8.000000e+00 0.000000e+00
4.701048e-05 9.787488e-06 2.149994e+00 1.075000e+01 8.000000e+00 0.000000e+00
6.847975e-05 1.025714e-05 2.149994e+00 1.125000e+01 8.000000e+00 0.000000e+00
8.744610e-05 1.097810e-05 2.149994e+00 1.175000e+01 8.000000e+00 0.000000e+00
8.977602e-05 1.097092e-05 2.149994e+00 1.225000e+01 8.000000e+00 0.000000e+00
7.073750e-05 9.996278e-06 2.149994e+00 1.275000e+01 8.000000e+00 0.000000e+00
5.353379e-05 9.367078e-06 2.149994e+00 1.325000e+01 8.000000e+00 0.000000e+00
4.993411e-05 9.525682e-06 2.149994e+00 1.375000e+01 8.000000e+00 0.000000e+00
5.254904e-05 1.057960e-05 2.149994e+00 1.425000e+01 8.000000e+00 0.000000e+00
4.410022e-05 1.102605e-05 2.149994e+00 1.475000e+01 8.000000e+00 0.000000e+00
3.608231e-05 1.062699e-05 2.149994e+00 1.525000e+01 8.000000e+00 0.000000e+00
3.270509e-05 1.080622e-05 2.149994e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.053142e-05 1.139119e-05 2.149994e+00 1.625000e+01 8.000000e+00 0.000000e+00
1.847289e-05 1.066598e-05 2.149994e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.455196e-05 9.888015e-06 2.149994e+00 1.725000e+01 8.000000e+00 0.000000e+00
2.038021e-05 1.031654e-05 2.149994e+00 1.775000e+01 8.000000e+00 0.000000e+00
2.938211e-05 1.068217e-05 2.149994e+00 1.825000e+01 8.000000e+00 0.000000e+00
2.446903e-05 9.728550e-06 2.149994e+00 1.875000e+01 8.000000e+00 0.000000e+00
1.551355e-05 8.801167e-06 2.149994e+00 1.925000e+01 8.000000e+00 0.000000e+00
1.312990e-05 7.938593e-06 2.149994e+00 1.975000e+01 8.000000e+00 0.000000e+00
1.639966e-05 7.533128e-06 2.149994e+00 2.025000e+01 8.000000e+00 0.000000e+00
1.410808e-05 7.607493e-06 2.149994e+00 2.075000e+01 8.000000e+00 0.000000e+00
9.696200e-06 7.635850e-06 2.149994e+00 2.125000e+01 8.000000e+00 0.000000e+00
1.017535e-05 7.653338e-06 2.149994e+00 2.175000e+01 8.000000e+00 0.000000e+00
1.228125e-05 7.687924e-06 2.149994e+00 2.225000e+01 8.000000e+00 0.000000e+00
1.281882e-05 7.465127e-06 2.149994e+00 2.275000e+01 8.000000e+00 0.000000e+00
9.670264e-06 7.059502e-06 2.149994e+00 2.325000e+01 8.000000e+00 0.000000e+00
7.249705e-06 6.632501e-06 2.149994e+00 2.375000e+01 8.000000e+00 0.000000e+00
6.823876e-06 6.846635e-06 2.149994e+00 2.425000e+01 8.000000e+00 0.000000e+00
5.474714e-06 7.880095e-06 2.149994e+00 2.475000e+01 8.000000e+00 0.000000e+00
3.464582e-02 1.769901e-04 2.249994e+00 2.500000e-01 8.000000e+00 0.000000e+00
2.417852e-02 1.250818e-04 2.249994e+00 7.500000e-01 8.000000e+00 0.000000e+00
1.296930e-02 7.678807e-05 2.249994e+00 1.250000e+00 8.000000e+00 0.000000e+00
3.955184e-03 3.932176e-05 2.249994e+00 1.750000e+00 8.000000e+00 0.000000e+00
5.444769e-04 1.906157e-05 2.249994e+00 2.250000e+00 8.000000e+00 0.000000e+00
1.153858e-04 1.358189e-05 2.249994e+00 2.750000e+00 8.000000e+00 0.000000e+00
7.153178e-05 1.190859e-05 2.249994e+00 3.250000e+00 8.000000e+00 0.000000e+00
4.245562e-05 1.093599e-05 2.249994e+00 3.750000e+00 8.000000e+00 0.000000e+00
2.779092e-05 1.016481e-05 2.249994e+00 4.250000e+00 8.000000e+00 0.000000e+00
1.970800e-05 9.672371e-06 2.249994e+00 4.750000e+00 8.000000e+00 0.000000e+00
1.418585e-05 9.102682e-06 2.249994e+00 5.250000e+00 8.000000e+00 0.000000e+00
1.128594e-05 9.111716e-06 2.249994e+00 5.750000e+00 8.000000e+00 0.000000e+00
1.075681e-05 9.130780e-06 2.249994e+00 6.250000e+00 8.000000e+00 0.000000e+00
9.053395e-06 8.700303e-06 2.249994e+00 6.750000e+00 8.000000e+00 0.000000e+00
1.573464e-05 8.459575e-06 2.249994e+00 7.250000e+00 8.000000e+00 0.000000e+00
2.810791e-05 9.502872e-06 2.249994e+00 7.750000e+00 8.000000e+00 0.000000e+00
3.608703e-05 1.065912e-05 2.249994e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.790819e-05 9.952932e-06 2.249994e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.383513e-05 8.653495e-06 2.249994e+00 9.250000e+00 8.000000e+00 0.000000e+00
6.186129e-06 7.982911e-06 2.249994e+00 9.750000e+00 8.000000e+00 0.000000e+00
1.312949e-05 8.484052e-06 2.249994e+00 1.025000e+01 8.000000e+00 0.000000e+00
3.134874e-05 9.001563e-06 2.249994e+00 1.075000e+01 8.000000e+00 0.000000e+00
5.609880e-05 9.387677e-06 2.249994e+00 1.125000e+01 8.000000e+00 0.000000e+00
7.560955e-05 9.881976e-06 2.249994e+00 1.175000e+01 8.000000e+00 0.000000e+00
7.962114e-05 1.016699e-05 2.249994e+00 1.225000e+01 8.000000e+00 0.000000e+00
6.796244e-05 1.017532e-05 2.249994e+00 1.275000e+01 8.000000e+00 0.000000e+00
5.532594e-05 1.002052e-05 2.249994e+00 1.325000e+01 8.000000e+00 0.000000e+00
5.042856e-05 9.889853e-06 2.249994e+00 1.375000e+01 8.000000e+00 0.000000e+00
4.730474e-05 1.050681e-05 2.249994e+00 1.425000e+01 8.000000e+00 0.000000e+00
4.043327e-05 1.093105e-05 2.249994e+00 1.475000e+01 8.000000e+00 0.000000e+00
3.853522e-05 1.120036e-05 2.249994e+00 1.525000e+01 8.000000e+00 0.000000e+00
4.164688e-05 1.220288e-05 2.249994e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.968075e-05 1.236317e-05 2.249994e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.860858e-05 1.119714e-05 2.249994e+00 1.675000e+01 8.000000e+00 0.000000e+00
2.009409e-05 9.938170e-06 2.249994e+00 1.725000e+01 8.000000e+00 0.000000e+00
1.679673e-05 9.596292e-06 2.249994e+00 1.775000e+01 8.000000e+00 0.000000e+00
1.961609e-05 9.555405e-06 2.249994e+00 1.825000e+01 8.000000e+00 0.000000e+00
1.852896e-05 9.166867e-06 2.249994e+00 1.875000e+01 8.000000e+00 0.000000e+00
1.638493e-05 8.706935e-06 2.249994e+00 1.925000e+01 8.000000e+00 0.000000e+00
1.596200e-05 7.759604e-06 2.249994e+00 1.975000e+01 8.000000e+00 0.000000e+00
1.697341e-05 7.369928e-06 2.249994e+00 2.025000e+01 8.000000e+00 0.000000e+00
1.285479e-05 7.618979e-06 2.249994e+00 2.075000e+01 8.000000e+00 0.000000e+00
7.566517e-06 7.795737e-06 2.249994e+00 2.125000e+01 8.000000e+00 0.000000e+00
5.835572e-06 7.790633e-06 2.249994e+00 2.175000e+01 8.000000e+00 0.000000e+00
8.498851e-06 7.754101e-06 2.249994e+00 2.225000e+01 8.000000e+00 0.000000e+00
1.354090e-05 7.733946e-06 2.249994e+00 2.275000e+01 8.000000e+00 0.000000e+00
1.640565e-05 7.553356e-06 2.249994e+00 2.325000e+01 8.000000e+00 0.000000e+00
1.572209e-05 7.318650e-06 2.249994e+00 2.375000e+01 8.000000e+00 0.000000e+00
1.259911e-05 7.732155e-06 2.249994e+00 2.425000e+01 8.000000e+00 0.000000e+00
6.202427e-06 8.916858e-06 2.249994e+00 2.475000e+01 8.000000e+00 0.000000e+00
4.982331e-03 8.093158e-05 2.349994e+00 2.500000e-01 8.000000e+00 0.000000e+00
3.744459e-03 5.844821e-05 2.349994e+00 7.500000e-01 8.000000e+00 0.000000e+00
2.250530e-03 3.805972e-05 2.349994e+00 1.250000e+00 8.000000e+00 0.000000e+00
8.837847e-04 2.274123e-05 2.349994e+00 1.750000e+00 8.000000e+00 0.000000e+00
2.259848e-04 1.490563e-05 2.349994e+00 2.250000e+00 8.000000e+00 0.000000e+00
7.159450e-05 1.239672e-05 2.349994e+00 2.750000e+00 8.000000e+00 0.000000e+00
5.168272e-05 1.130903e-05 2.349994e+00 3.250000e+00 8.000000e+00 0.000000e+00
3.596067e-05 1.092376e-05 2.349994e+00 3.750000e+00 8.000000e+00 0.000000e+00
2.886938e-05 1.083905e-05 2.349994e+00 4.250000e+00 8.000000e+00 0.000000e+00
2.580496e-05 1.055087e-05 2.349994e+00 4.750000e+00 8.000000e+00 0.000000e+00
2.390351e-05 1.000151e-05 2.349994e+00 5.250000e+00 8.000000e+00 0.000000e+00
2.259635e-05 1.011507e-05 2.349994e+00 5.750000e+00 8.000000e+00 0.000000e+00
2.132815e-05 1.016845e-05 2.349994e+00 6.250000e+00 8.000000e+00 0.000000e+00
1.597602e-05 9.371915e-06 2.349994e+00 6.750000e+00 8.000000e+00 0.000000e+00
2.129425e-05 8.815778e-06 2.349994e+00 7.250000e+00 8.000000e+00 0.000000e+00
3.332227e-05 9.595278e-06 2.349994e+00 7.750000e+00 8.000000e+00 0.000000e+00
4.028844e-05 1.053652e-05 2.349994e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.917986e-05 9.628666e-06 2.349994e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.014588e-05 8.307543e-06 2.349994e+00 9.250000e+00 8.000000e+00 0.000000e+00
-1.313691e-06 7.501409e-06 2.349994e+00 9.750000e+00 8.000000e+00 0.000000e+00
4.962289e-06 7.709655e-06 2.349994e+00 1.025000e+01 8.000000e+00 0.000000e+00
2.403364e-05 8.380353e-06 2.349994e+00 1.075000e+01 8.000000e+00 0.000000e+00
4.593968e-05 9.034834e-06 2.349994e+00 1.125000e+01 8.000000e+00 0.000000e+00
6.061770e-05 9.421018e-06 2.349994e+00 1.175000e+01 8.000000e+00 0.000000e+00
6.182179e-05 9.794092e-06 2.349994e+00 1.225000e+01 8.000000e+00 0.000000e+00
5.391813e-05 1.022378e-05 2.349994e+00 1.275000e+01 8.000000e+00 0.000000e+00
4.655302e-05 1.021114e-05 2.349994e+00 1.325000e+01 8.000000e+00 0.000000e+00
4.659729e-05 1.004083e-05 2.349994e+00 1.375000e+01 8.000000e+00 0.000000e+00
4.695678e-05 1.097599e-05 2.349994e+00 1.425000e+01 8.000000e+00 0.000000e+00
4.483267e-05 1.184785e-05 2.349994e+00 1.475000e+01 8.000000e+00 0.000000e+00
4.383945e-05 1.205189e-05 2.349994e+00 1.525000e+01 8.000000e+00 0.000000e+00
4.509762e-05 1.262448e-05 2.349994e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.978752e-05 1.220888e-05 2.349994e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.885323e-05 1.087838e-05 2.349994e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.528332e-05 9.610464e-06 2.349994e+00 1.725000e+01 8.000000e+00 0.000000e+00
3.532282e-06 8.718577e-06 2.349994e+00 1.775000e+01 8.000000e+00 0.000000e+00
3.898802e-06 8.209210e-06 2.349994e+00 1.825000e+01 8.000000e+00 0.000000e+00
1.184448e-05 8.409216e-06 2.349994e+00 1.875000e+01 8.000000e+00 0.000000e+00
2.235315e-05 8.759053e-06 2.349994e+00 1.925000e+01 8.000000e+00 0.000000e+00
2.817827e-05 8.234480e-06 2.349994e+00 1.975000e+01 8.000000e+00 0.000000e+00
2.950113e-05 7.813432e-06 2.349994e+00 2.025000e+01 8.000000e+00 0.000000e+00
2.182555e-05 7.934168e-06 2.349994e+00 2.075000e+01 8.000000e+00 0.000000e+00
1.118292e-05 8.057077e-06 2.349994e+00 2.125000e+01 8.000000e+00 0.000000e+00
7.265826e-07 7.681756e-06 2.349994e+00 2.175000e+01 8.000000e+00 0.000000e+00
-2.035932e-06 7.258877e-06 2.349994e+00 2.225000e+01 8.000000e+00 0.000000e+00
3.258012e-06 7.135542e-06 2.349994e+00 2.275000e+01 8.000000e+00 0.000000e+00
1.103639e-05 7.126062e-06 2.349994e+00 2.325000e+01 8.000000e+00 0.000000e+00
1.293610e-05 7.259489e-06 2.349994e+00 2.375000e+01 8.000000e+00 0.000000e+00
9.576168e-06 7.872769e-06 2.349994e+00 2.425000e+01 8.000000e+00 0.000000e+00
1.141543e-06 8.879222e-06 2.349994e+00 2.475000e+01 8.000000e+00 0.000000e+00
2.505379e-03 7.236970e-05 2.449994e+00 2.500000e-01 8.000000e+00 0.000000e+00
1.742723e-03 5.020769e-05 2.449994e+00 7.500000e-01 8.000000e+00 0.000000e+00
9.372017e-04 3.115072e-05 2.449994e+00 1.250000e+00 8.000000e+00 0.000000e+00
2.890578e-04 1.856384e-05 2.449994e+00 1.750000e+00 8.000000e+00 0.000000e+00
5.903915e-05 1.340376e-05 2.449994e+00 2.250000e+00 8.000000e+00 0.000000e+00
2.974173e-05 1.176857e-05 2.449994e+00 2.750000e+00 8.000000e+00 0.000000e+00
2.827557e-05 1.078197e-05 2.449994e+00 3.250000e+00 8.000000e+00 0.000000e+00
2.451067e-05 1.045198e-05 2.449994e+00 3.750000e+00 8.000000e+00 0.000000e+00
2.527162e-05 1.052765e-05 2.449994e+00 4.250000e+00 8.000000e+00 0.000000e+00
2.904941e-05 1.041408e-05 2.449994e+00 4.750000e+00 8.000000e+00 0.000000e+00
3.318648e-05 1.019478e-05 2.449994e+00 5.250000e+00 8.000000e+00 0.000000e+00
3.373175e-05 1.038324e-05 2.449994e+00 5.750000e+00 8.000000e+00 0.000000e+00
3.426771e-05 1.058272e-05 2.449994e+00 6.250000e+00 8.000000e+00 0.000000e+00
2.945573e-05 9.928438e-06 2.449994e+00 6.750000e+00 8.000000e+00 0.000000e+00
3.195099e-05 9.307932e-06 2.449994e+00 7.250000e+00 8.000000e+00 0.000000e+00
3.808738e-05 9.642280e-06 2.449994e+00 7.750000e+00 8.000000e+00 0.000000e+00
3.922847e-05 1.028626e-05 2.449994e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.837762e-05 9.362449e-06 2.449994e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.148791e-05 8.234494e-06 2.449994e+00 9.250000e+00 8.000000e+00 0.000000e+00
2.370709e-06 7.629170e-06 2.449994e+00 9.750000e+00 8.000000e+00 0.000000e+00
8.574710e-06 7.873615e-06 2.449994e+00 1.025000e+01 8.000000e+00 0.000000e+00
2.743765e-05 8.843874e-06 2.449994e+00 1.075000e+01 8.000000e+00 0.000000e+00
4.532746e-05 9.811801e-06 2.449994e+00 1.125000e+01 8.000000e+00 0.000000e+00
5.502397e-05 1.013442e-05 2.449994e+00 1.175000e+01 8.000000e+00 0.000000e+00
5.154686e-05 1.022000e-05 2.449994e+00 1.225000e+01 8.000000e+00 0.000000e+00
4.390596e-05 1.032399e-05 2.449994e+00 1.275000e+01 8.000000e+00 0.000000e+00
4.086655e-05 1.027136e-05 2.449994e+00 1.325000e+01 8.000000e+00 0.000000e+00
4.834040e-05 1.050710e-05 2.449994e+00 1.375000e+01 8.000000e+00 0.000000e+00
5.490845e-05 1.205506e-05 2.449994e+00 1.425000e+01 8.000000e+00 0.000000e+00
5.217894e-05 1.316671e-05 2.449994e+00 1.475000e+01 8.000000e+00 0.000000e+00
4.244025e-05 1.266899e-05 2.449994e+00 1.525000e+01 8.000000e+00 0.000000e+00
3.687704e-05 1.223536e-05 2.449994e+00 1.575000e+01 8.000000e+00 0.000000e+00
3.150107e-05 1.159289e-05 2.449994e+00 1.625000e+01 8.000000e+00 0.000000e+00
2.371349e-05 1.026129e-05 2.449994e+00 1.675000e+01 8.000000e+00 0.000000e+00
9.342230e-06 9.061777e-06 2.449994e+00 1.725000e+01 8.000000e+00 0.000000e+00
-4.716441e-06 8.509624e-06 2.449994e+00 1.775000e+01 8.000000e+00 0.000000e+00
-3.884021e-06 8.005644e-06 2.449994e+00 1.825000e+01 8.000000e+00 0.000000e+00
1.037621e-05 8.047318e-06 2.449994e+00 1.875000e+01 8.000000e+00 0.000000e+00
2.923414e-05 8.524005e-06 2.449994e+00 1.925000e+01 8.000000e+00 0.000000e+00
4.086399e-05 8.462531e-06 2.449994e+00 1.975000e+01 8.000000e+00 0.000000e+00
4.264079e-05 8.367276e-06 2.449994e+00 2.025000e+01 8.000000e+00 0.000000e+00
3.006110e-05 8.322885e-06 2.449994e+00 2.075000e+01 8.000000e+00 0.000000e+00
1.337120e-05 8.130729e-06 2.449994e+00 2.125000e+01 8.000000e+00 0.000000e+00
-1.849028e-06 7.458502e-06 2.449994e+00 2.175000e+01 8.000000e+00 0.000000e+00
-8.103630e-06 6.982325e-06 2.449994e+00 2.225000e+01 8.000000e+00 0.000000e+00
-6.997967e-06 6.734795e-06 2.449994e+00 2.275000e+01 8.000000e+00 0.000000e+00
-2.671482e-06 6.580986e-06 2.449994e+00 2.325000e+01 8.000000e+00 0.000000e+00
-9.594475e-07 6.831753e-06 2.449994e+00 2.375000e+01 8.000000e+00 0.000000e+00
-7.765251e-07 7.554168e-06 2.449994e+00 2.425000e+01 8.000000e+00 0.000000e+00
-3.815858e-06 8.660840e-06 2.449994e+00 2.475000e+01 8.000000e+00 0.000000e+00
2.753000e-03 7.836117e-05 2.549994e+00 2.500000e-01 8.000000e+00 0.000000e+00
1.897838e-03 5.451866e-05 2.549994e+00 7.500000e-01 8.000000e+00 0.000000e+00
9.998812e-04 3.360879e-05 2.549994e+00 1.250000e+00 8.000000e+00 0.000000e+00
2.867975e-04 1.945629e-05 2.549994e+00 1.750000e+00 8.000000e+00 0.000000e+00
4.125261e-05 1.304343e-05 2.549994e+00 2.250000e+00 8.000000e+00 0.000000e+00
1.378601e-05 1.101611e-05 2.549994e+00 2.750000e+00 8.000000e+00 0.000000e+00
1.429283e-05 1.026255e-05 2.549994e+00 3.250000e+00 8.000000e+00 0.000000e+00
1.189419e-05 9.938830e-06 2.549994e+00 3.750000e+00 8.000000e+00 0.000000e+00
1.671827e-05 9.937166e-06 2.549994e+00 4.250000e+00 8.000000e+00 0.000000e+00
2.703274e-05 1.019625e-05 2.549994e+00 4.750000e+00 8.000000e+00 0.000000e+00
3.516010e-05 1.040170e-05 2.549994e+00 5.250000e+00 8.000000e+00 0.000000e+00
3.568255e-05 1.064763e-05 2.549994e+00 5.750000e+00 8.000000e+00 0.000000e+00
3.661635e-05 1.096817e-05 2.549994e+00 6.250000e+00 8.000000e+00 0.000000e+00
3.440001e-05 1.058017e-05 2.549994e+00 6.750000e+00 8.000000e+00 0.000000e+00
3.421116e-05 9.833732e-06 2.549994e+00 7.250000e+00 8.000000e+00 0.000000e+00
3.372608e-05 9.676135e-06 2.549994e+00 7.750000e+00 8.000000e+00 0.000000e+00
2.972928e-05 1.021276e-05 2.549994e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.344810e-05 9.532494e-06 2.549994e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.428665e-05 8.661726e-06 2.549994e+00 9.250000e+00 8.000000e+00 0.000000e+00
1.173760e-05 8.431900e-06 2.549994e+00 9.750000e+00 8.000000e+00 0.000000e+00
1.798371e-05 8.629836e-06 2.549994e+00 1.025000e+01 8.000000e+00 0.000000e+00
3.549399e-05 9.544199e-06 2.549994e+00 1.075000e+01 8.000000e+00 0.000000e+00
5.013335e-05 1.047197e-05 2.549994e+00 1.125000e+01 8.000000e+00 0.000000e+00
5.812190e-05 1.065900e-05 2.549994e+00 1.175000e+01 8.000000e+00 0.000000e+00
5.428970e-05 1.070507e-05 2.549994e+00 1.225000e+01 8.000000e+00 0.000000e+00
5.070406e-05 1.088342e-05 2.549994e+00 1.275000e+01 8.000000e+00 0.000000e+00
5.349245e-05 1.143300e-05 2.549994e+00 1.325000e+01 8.000000e+00 0.000000e+00
6.688113e-05 1.212753e-05 2.549994e+00 1.375000e+01 8.000000e+00 0.000000e+00
7.435466e-05 1.336803e-05 2.549994e+00 1.425000e+01 8.000000e+00 0.000000e+00
6.269496e-05 1.425130e-05 2.549994e+00 1.475000e+01 8.000000e+00 0.000000e+00
3.792553e-05 1.341702e-05 2.549994e+00 1.525000e+01 8.000000e+00 0.000000e+00
2.527697e-05 1.241236e-05 2.549994e+00 1.575000e+01 8.000000e+00 0.000000e+00
2.212713e-05 1.180445e-05 2.549994e+00 1.625000e+01 8.000000e+00 0.000000e+00
1.824201e-05 1.065881e-05 2.549994e+00 1.675000e+01 8.000000e+00 0.000000e+00
9.942753e-06 8.997084e-06 2.549994e+00 1.725000e+01 8.000000e+00 0.000000e+00
6.181652e-06 8.680817e-06 2.549994e+00 1.775000e+01 8.000000e+00 0.000000e+00
1.442153e-05 8.928678e-06 2.549994e+00 1.825000e+01 8.000000e+00 0.000000e+00
2.938266e-05 8.640055e-06 2.549994e+00 1.875000e+01 8.000000e+00 0.000000e+00
4.414431e-05 8.559591e-06 2.549994e+00 1.925000e+01 8.000000e+00 0.000000e+00
5.161184e-05 8.636023e-06 2.549994e+00 1.975000e+01 8.000000e+00 0.000000e+00
4.888489e-05 8.654049e-06 2.549994e+00 2.025000e+01 8.000000e+00 0.000000e+00
3.142280e-05 8.281890e-06 2.549994e+00 2.075000e+01 8.000000e+00 0.000000e+00
1.333848e-05 7.792242e-06 2.549994e+00 2.125000e+01 8.000000e+00 0.000000e+00
3.001361e-06 7.318474e-06 2.549994e+00 2.175000e+01 8.000000e+00 0.000000e+00
8.782077e-07 7.269984e-06 2.549994e+00 2.225000e+01 8.000000e+00 0.000000e+00
-1.915799e-06 7.069333e-06 2.549994e+00 2.275000e+01 8.000000e+00 0.000000e+00
-6.703544e-06 6.532474e-06 2.549994e+00 2.325000e+01 8.000000e+00 0.000000e+00
-1.011991e-05 6.441701e-06 2.549994e+00 2.375000e+01 8.000000e+00 0.000000e+00
-7.785235e-06 7.328446e-06 2.549994e+00 2.425000e+01 8.000000e+00 0.000000e+00
-3.839824e-06 9.131479e-06 2.549994e+00 2.475000e+01 8.000000e+00 0.000000e+00
2.905371e-03 8.270839e-05 2.649994e+00 2.500000e-01 8.000000e+00 0.000000e+00
1.999209e-03 5.735588e-05 2.649994e+00 7.500000e-01 8.000000e+00 0.000000e+00
1.054757e-03 3.526684e-05 2.649994e+00 1.250000e+00 8.000000e+00 0.000000e+00
3.116332e-04 2.037432e-05 2.649994e+00 1.750000e+00 8.000000e+00 0.000000e+00
5.344429e-05 1.352926e-05 2.649994e+00 2.250000e+00 8.000000e+00 0.000000e+00
2.072760e-05 1.114946e-05 2.649994e+00 2.750000e+00 8.000000e+00 0.000000e+00
1.532598e-05 1.025198e-05 2.649994e+00 3.250000e+00 8.000000e+00 0.000000e+00
7.148854e-06 9.759125e-06 2.649994e+00 3.750000e+00 8.000000e+00 0.000000e+00
8.318334e-06 9.380848e-06 2.649994e+00 4.250000e+00 8.000000e+00 0.000000e+00
1.785892e-05 9.556564e-06 2.649994e+00 4.750000e+00 8.000000e+00 0.000000e+00
2.547234e-05 9.805492e-06 2.649994e+00 5.250000e+00 8.000000e+00 0.000000e+00
2.390546e-05 1.019219e-05 2.649994e+00 5.750000e+00 8.000000e+00 0.000000e+00
2.267782e-05 1.046935e-05 2.649994e+00 6.250000e+00 8.000000e+00 0.000000e+00
2.302199e-05 1.027229e-05 2.649994e+00 6.750000e+00 8.000000e+00 0.000000e+00
2.444912e-05 1.002821e-05 2.649994e+00 7.250000e+00 8.000000e+00 0.000000e+00
2.340884e-05 9.599715e-06 2.649994e+00 7.750000e+00 8.000000e+00 0.000000e+00
1.987784e-05 9.447631e-06 2.649994e+00 8.250000e+00 8.000000e+00 0.000000e+00
2.035014e-05 9.081317e-06 2.649994e+00 8.750000e+00 8.000000e+00 0.000000e+00
1.902946e-05 8.806315e-06 2.649994e+00 9.250000e+00 8.000000e+00 0.000000e+00
2.200470e-05 8.907149e-06 2.649994e+00 9.750000e+00 8.000000e+00 0.000000e+00
2.680795e-05 9.081938e-06 2.649994e+00 1.025000e+01 8.000000e+00 0.000000e+00
4.350689e-05 1.009334e-05 2.649994e+00 1.075000e+01 8.000000e+00 0.000000e+00
5.693704e-05 1.112583e-05 2.649994e+00 1.125000e+01 8.000000e+00 0.000000e+00
6.594748e-05 1.142152e-05 2.649994e+00 1.175000e+01 8.000000e+00 0.000000e+00
6.432956e-05 1.158155e-05 2.649994e+00 1.225000e+01 8.000000e+00 0.000000e+00
6.742757e-05 1.208682e-05 2.649994e+00 1.275000e+01 8.000000e+00 0.000000e+00
7.420255e-05 1.313023e-05 2.649994e+00 1.325000e+01 8.000000e+00 0.000000e+00
8.579803e-05 1.376382e-05 2.649994e+00 1.375000e+01 8.000000e+00 0.000000e+00
8.369159e-05 1.429994e-05 2.649994e+00 1.425000e+01 8.000000e+00 0.000000e+00
6.359534e-05 1.456560e-05 2.649994e+00 1.475000e+01 8.000000e+00 0.000000e+00
3.483372e-05 1.350538e-05 2.649994e+00 1.525000e+01 8.000000e+00 0.000000e+00
2.248644e-05 1.232232e-05 2.649994e+00 1.575000e+01 8.000000e+00 0.000000e+00
2.138644e-05 1.183154e-05 2.649994e+00 1.625000e+01 8.000000e+00 0.000000e+00
1.925079e-05 1.106207e-05 2.649994e+00 1.675000e+01 8.000000e+00 0.000000e+00
1.849603e-05 9.298423e-06 2.649994e+00 1.725000e+01 8.000000e+00 0.000000e+00
2.456480e-05 8.830234e-06 2.649994e+00 1.775000e+01 8.000000e+00 0.000000e+00
3.566233e-05 9.468944e-06 2.649994e+00 1.825000e+01 8.000000e+00 0.000000e+00
4.490329e-05 9.044462e-06 2.649994e+00 1.875000e+01 8.000000e+00 0.000000e+00
4.969686e-05 8.514025e-06 2.649994e+00 1.925000e+01 8.000000e+00 0.000000e+00
4.959676e-05 8.504332e-06 2.649994e+00 1.975000e+01 8.000000e+00 0.000000e+00
4.268227e-05 8.296366e-06 2.649994e+00 2.025000e+01 8.000000e+00 0.000000e+00
2.762854e-05 7.744734e-06 2.649994e+00 2.075000e+01 8.000000e+00 0.000000e+00
1.703888e-05 7.482012e-06 2.649994e+00 2.125000e+01 8.000000e+00 0.000000e+00
1.798726e-05 7.565502e-06 2.649994e+00 2.175000e+01 8.000000e+00 0.000000e+00
2.129290e-05 7.795206e-06 2.649994e+00 2.225000e+01 8.000000e+00 0.000000e+00
1.436451e-05 7.570747e-06 2.649994e+00 2.275000e+01 8.000000e+00 0.000000e+00
